,新北市,臺北市,桃園市,臺中市,臺南市,高雄市,宜蘭縣,新竹縣,苗栗縣,彰化縣,南投縣,雲林縣,嘉義縣,屏東縣,臺東縣,花蓮縣,澎湖縣,基隆市,新竹市,嘉義市,金門縣
1,2043.0,1212.0,1185.0,1465.0,989.0,1398.0,223.0,290.0,277.0,639.0,254.0,353.0,267.0,417.0,106.0,155.0,50.0,182.0,221.0,127.0,30.0
